Product Name,Original Price (in Rs.),Discount Percentage,Final Price (in Rs.),Ratings,Total Ratings count
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Dell 14 Laptop,"62,511",12%,"54,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
Infinix X1 Slim Series Core I3 10Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) Xl21 Thin And Light Laptop (14 Inch,"54,999",49%,"28,190",3.5,4
Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop (14 inch,"54,999",47%,"28,990",1,2
"GIGABYTE G5 ME-51IN213SH with 15.6"" FHD 144Hz","1,19,990",20%,"95,555",5,2
"(Refurbished) Lenovo IdeaPad Slim 3 Intel Core i3 10th Gen 15.6"" (39.62cm) HD Thin & Light Laptop (8GB/5","36,600",17%,"30,390",5,1
"Samsung Galaxy Book2 Intel 12th Gen core i5 39.6cm (15.6"") FHD LED Thin & Light Laptop (8 GB/256 GB SSD/Windows 11/MS Office/Backlit Keyboard/Finger Print Reader/Graphite/1.57Kg)","79,990",27%,"58,000",No Ratings,No Ratings
(Refurbished) HP Pavilion x360 11th Gen Intel Core i3 14 inch(35.6 cm) FHD Multitouch 2-in-1 Laptop(8GB,"63,362",30%,"44,615",1,1
(Refurbished) Dell Latitude Air Laptop E7280 Intel Core i5 - 6300u Processor 6th Gen,"1,09,000",79%,"23,290",No Ratings,No Ratings
(Renewed) Lenovo ThinkPad T470 Intel 6th Gen Core i5 Laptop,"44,699",54%,"20,398",2.7,4
AVITA PURA E NS14A6 Thin & Light 14 (35.56cm) Laptop (Intel Core - i3 10110U/4 GB/256GB SSD/Windows 10 Home/Intel UHD Graphics) 1.334 kg Space Grey,"47,990",46%,"25,999",2.9,5
(Renewed) HP 840g3 Elitebook Ultra Light 1.5 KG(6th Gen Intel Core i5-6300U /16 GB/1 TB SSD/Windows 10 Pro/Silver /14 Inch Screen),"1,29,000",76%,"31,390",3.1,2
(Refurbished) Lenovo IdeaPad Slim 3 (2021) | Intel Core i5 11th Gen |14 inches FHD IPS |Thin & Light Lap,"86,254",54%,"39,770",4.3,3
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
Acer Nitro 5 Gaming Laptop AMD Ryzen 5 4600H - (8GB/ 512 GB SSD/4 GB DDR6 1650 GTX/ Windows 10 Home) AN515-44-R180,"80,990",14%,"69,990",2.8,10
HP (Renewed) Zbook 15 G3 Mobile Workstation-15.6 Inches-Core I7 (6700Hq)-8 Gb Ram-3Tb Ssd : Bluetooth : 2Gb Dedicated Graphic : Numeric Keyboard,"2,49,990",78%,"54,990",No Ratings,No Ratings
(Renewed) Dell Intel Core i5 3320M 13.3-Inch (33.78 cms) 1366 x 768 Light Laptop (4 GB/500 GB/Windows 10/MS Office /Intel HD Graphics 4000//1.44 Kg),"1,00,000",87%,"13,098",2.8,13
Fusion Graphix Vinyl Laptop Skin : Texture 01-12 x 15 Inches Free Size,300,40%,179,4.2,5
(Refurbished) Dell Latitude Hybrid Laptop E7440 Intel Core i5 - 4300u Processor,"1,00,000",80%,"20,382",3.1,2
(Renewed) Dell Latitude Hybrid Laptop E7440 Intel Core i5-4300u Processor,"1,00,000",80%,"20,296",1,1
IN-VIRAAT-Vaio-Appario E15 NE15V2IN007P 15.6 inches Laptop (AMD R5-3500U/8GB/512GB SSD/FHD Display/Windows 10 Home/Radeon ¢ Vega 8 Graphics/MS Office 365),"65,000",8%,"59,990",3.1,9
(Renewed) Dell Intel 5th Gen Core i5-5200U 12.5-Inch (31.75 cms) 1366X768 Laptop (8 GB/256 GB SSD/Windows 10/MS Office 2019 /Intel HD Graphics 5500/Black/1.90 Kg),"1,00,000",65%,"35,098",3.2,31
(Renewed) Dell Latitude E7440-i5-4 GB SSD-240 GB SSD 14-inch Laptop (4th Gen Core i5/4GB/240GB SSD/Windows 7/Integrated Graphics),"1,00,000",83%,"16,799",2.3,2
(Renewed) IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6-inch (39.62cm) FHD IPS 120Hz Gaming Laptop (8GB/512GB SSD/Win 11/Office 2021/NVIDIA RTX 3050 4GB/Alexa/Shadow Black/2.2Kg),"64,500",5%,"60,999",4,1
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Dell 15 Laptop,"48,692",20%,"38,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
Dell G15-5520 Gaming Laptop,"1,03,824",28%,"73,867",No Ratings,No Ratings
(Refurbished) HP 800 G1 SFF (Core i5 4th Gen/ 8GB Ram/ 256GB SSD/Win-10 Pro),"89,000",88%,"10,479",No Ratings,No Ratings
(Renewed) IdeaPad Flex 5 Intel Core i5-1235U 14-inch(35.56cm) WUXGA IPS 2-in-1 Laptop (8GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/FHD Camera/Alexa/Storm Grey/1.5Kg),"68,860",15%,"58,531",4,1
HP ZBook Firefly 12th Gen Intel Core i7-1255U 40.6 cm (16 Inch) WUXGA IPS Anti-Glare Display Creator Laptop/16GB RAM/ 1 TB SSD/Intel® Iris® X? Graphics/Win 11/ B&O/Backlit KB/FPR/ G9 Workstation PC,"1,51,851",20%,"1,20,766",No Ratings,No Ratings
(Refurbished) HP 14s Laptop 12th Gen Intel Core i5-1240P 14 inch(35.6cm) FHD Laptop(8GB RAM/512 GB SSD/Intel Iris Xe Graphics/Backlit Keyboard/Fast Charge/Win 11/Dual Speakers/MSO/Alexa/1.46 kg) 14s-dq5007TU,"71,641",34%,"47,590",1,1
ASUS Vivobook 14X 2023,"90,990",16%,"76,600",3.3,4
Lenovo V15 G3 IAP Laptop 12th Generation Intel Core i3-1215U / 8GB DDR4 / 512 GB SSD PCIe / 15.6 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty,"59,800",41%,"34,990",3.7,4
Acer Nitro 5 Gaming Laptop AMD Ryzen5-6600H- (Windows 11 Home/16 GB/ 1 TB SSD/NVIDIA GeForce RTX 3050 4 GB Graphics/165Hz)| AN515-46 with 39.6 Cm (15.6 Inch) IPS Display,"1,22,999",24%,"93,566",No Ratings,No Ratings
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop (14 Inch,"92,990",23%,"71,990",2.3,2
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
(Refurbished) Lenovo V15 Intel i3-1115G4(4GB+4GB /1TB+256GB),"55,279",46%,"30,019",5,1
(Refurbished) Xiaomi Notebook Pro 120 Intel 12th Gen i5-12450H Thin & Light (Intel Graphics/16GB LPDDR5,"78,999",30%,"55,401",2.4,6
(Refurbished) HP PROBOOK 430 G5 (Core i5-8250U 7th GEN/ 8GB RAM/ 256GB SSD/WEBCAM/13.3''/WIN-10 PRO),"33,600",29%,"23,699",3.6,4
"Lenovo Thinkpad E14 GEN 2 (14.0"" FHD/Intel i5-1135G7 /8 GB / 512 GB SSD/NO OS/FPR/720p/ Bluetooth/DOS/Backlit Keyboard/BagPack/3 Years onsite Warranty + 3 Years Premiere Support) 20TAS0Y800","1,12,594",35%,"72,990",4,1
Glossy Designs Full Body Laptop Skin Upto 15.6 inch Sticker Compatible for Dell/HP/Lenovo/Acer/Sony All Laptop Size Upto 14 to 15.6 Inch - Dell On Monocrome Wooden,899,67%,299,3.5,2
(Refurbished) DELL LATITUDE 7490 (CORE I7 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/WIN-10 PRO),"1,00,000",70%,"29,879",2.5,5
"Acer Travelmate Business Laptop Intel Corei3 1115G5 Processor (8GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home/MS Office) TMP214-53 with 35.56 cm (14.0"") Full HD Display","56,500",3%,"54,990",No Ratings,No Ratings
"Acer Nitro 5 AMD Ryzen 5 5600H 15.6"" 39.62cms Full HD IPS Windows 11 Gaming Laptop (8 GB/512 GB SSD/Win 11/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz","92,999",16%,"78,000",4.5,2
Vida Feliz PU Protective Leather 13-be0030AU Laptop Cover for HP Pavilion Aero Ryzen 5-16GB RAM/512GB SSD 13.3 inch(33.8 cm) WUXGA Ultra Thin and Light,"1,799",47%,949,3.8,32
"Lenovo Legion S7 AMD Ryzen 7 5800H 15.6"" (39.62cm) WQHD IPS Gaming Laptop (16GB/1TB SSD/6GB RTX 3060/165Hz/Windows 11/Office/RGB Backlit/3Yr Warranty/3months Game Pass/Shadow Black/1.9Kg)","1,49,999",19%,"1,22,000",4.5,3
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Dell 14 Laptop,"62,511",12%,"54,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
Dell 15 Inspiron 3511 (2021) Intel i3-1115G4 Windows 10 + MS Office 15.6 inches FHD Display Laptop,"85,000",53%,"39,750",3.4,6
Msi Modern 14 B4Mw-43In Ryzen 5 4500U Ddr Iv 8Gb 512Gb Ssd Carbon Gray Single Backlight Kb(White) 14 Inches Fhd 60Hz Amd Radeon??¢ Graphics Windows 10 Home 1 Year Warranty,"61,990",42%,"35,990",2.2,5
(Renewed) HP 840g3 Elitebook Ultra Light 1.5 KG Hybrid (6th Gen Intel Core i5-6300U /16 GB/512 GB SSD/ 2TB HDD/Windows 10 Pro/Silver /14 Inch Screen),"1,29,000",75%,"32,790",3.1,8
(Refurbished) Lenovo T430s (Slim) Thinkpad 14 Inch Screen Laptop (Intel Core i5 - 3320m /8 GB/120 GB HDD,"59,990",69%,"18,819",3.1,7
(Refurbished) Lenovo ThinkPad T450 Intel 5th Gen Core i5 5300U 14 inches Business Laptop (8 GB,"1,00,000",83%,"16,697",3.8,13
"(Refurbished) Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5500H 15.6"" (39.62cm) FHD IPS 250nits Gaming Laptop (16GB/512GB SSD/NVIDIA GTX 2050 4GB/60Hz/Win 11/Alexa/3 Month Game Pass/Shadow Black/2.25Kg)","50,990",15%,"43,341",No Ratings,No Ratings
(Refurbished) ASUS TUF Gaming F15,"65,300",16%,"54,999",5,1
"Lenovo Legion Pro 7 Intel Core i9-13900HX 16"" (40.64cm) WQXGA-IPS 240Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4080 12GB/Onyx Grey/2.8Kg)","4,23,280",28%,"3,00,950",No Ratings,No Ratings
"(Refurbished) Lenovo V310 ( Core i3 6th Gen/ 8GB Ram/ 256GB SSD/ Webcam/ 14""/ Win-10 Pro)","23,699",31%,"16,299",No Ratings,No Ratings
"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Year Warranty/Arctic Grey/1.65Kg)","81,696",26%,"59,811",No Ratings,No Ratings
(Refurbished) HP Elitebook Laptop 745G4 AMD PRO A12 - 9800B Quad Core 7th Gen Processor ,"96,990",78%,"21,290",5,1
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
(Refurbished) Dell Latitude Laptop 7480 Intel Core i5 - 6300u Processor 6th Gen,"1,00,000",76%,"23,899",2.1,2
Coffee The Full Energy Laptop Skin 15.6,999,90%,98,No Ratings,No Ratings
"(Refurbished) Lenovo ThinkPad T480 8th Gen Intel Core i5 Thin & Light FHD Laptop (16 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics)","1,00,000",76%,"23,999",No Ratings,No Ratings
"(Refurbished) Lenovo ThinkPad E14 Intel Core i5 12th Gen 14 "" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Professional/Backlit Keyboard/FPR/Black/1.59 kg)","74,900",32%,"51,000",No Ratings,No Ratings
HP Victus Gaming Laptop AMD Ryzen 5 5600H,"54,900",7%,"50,999",No Ratings,No Ratings
Fujitsu UH-X 13th Gen Intel Evo Core i5 14 inch(35.5cm) FHD Thin & Light Laptop (16GB/512GB SSD)/Windows11/Office/Iris Xe Graphics/Backlit/Fingerprint Reader/Black/868gm - 4ZR1L12857 w/Sleeve,"1,11,890",20%,"89,990",1,2
(Refurbished) Honor MagicBook X16 (2023),"53,990",15%,"45,891",3,1
(Refurbished) Dell Vostro 3420 Laptop,"51,990",18%,"42,491",1,1
ASUS TUF Gaming F15 (2023) 90WHr Battery,"1,55,990",28%,"1,12,990",No Ratings,No Ratings
Dell Inspiron 7630 2in1 Laptop,"1,22,182",23%,"94,490",3.8,2
(Refurbished) HP 15s,"37,980",15%,"32,283",No Ratings,No Ratings
(Refurbished) ASUS VivoBook 14,"35,490",23%,"27,250",No Ratings,No Ratings
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Dell 14 Laptop,"62,511",12%,"54,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
MSI Modern 15,"83,990",23%,"64,990",4.3,5
DELL 14 Laptop,"59,000",13%,"51,100",No Ratings,No Ratings
ASUS Zenbook 14 (OLED) 2023,"1,22,990",22%,"95,990",No Ratings,No Ratings
ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM502WS Thin and Light Laptop (14 Inch,"92,990",23%,"71,990",3.3,3
(Refurbished) Lenovo IdeaPad Slim 3 Intel Core i5 10th Gen,"82,669",58%,"34,952",3.7,6
"(Refurbished) Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SDD/4GB NVIDIA RTX 3050/120Hz/Win11/Office 2021/Backlit/Shadow Black/2.25Kg)","1,05,890",46%,"56,940",No Ratings,No Ratings
"(Refurbished) Lenovo ThinkPad E14 Intel Core i5 12th Gen 14"" FHD Thin and Light Laptop (8GB RAM/512GB SS","67,390",30%,"47,016",No Ratings,No Ratings
(Refurbished) HP 15s,"39,990",25%,"29,990",No Ratings,No Ratings
HP Victus Gaming Laptop (Intel I7 12Th Gen/8Gb Ram&512Gb Ssd Storage/3050 Graphics) 430 Multi-Device Bluetooth Wireless Mouse with 4 Programmable Buttons|800 Dpi-4000 Dpi/,"1,04,775",22%,"80,749",4.3,184
"(Refurbished) Lenovo IdeaPad Flex 5 AMD Ryzen 5 5500U 14"" (35.56cm) FHD IPS 2-in-1 Convertible Touchscre","83,890",48%,"43,393",1,1
Dell Gaming G15 5525,"1,62,377",43%,"93,003",3,1
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
HP Spectre 16 x360 12th Gen Intel Evo Core i7 16 inch(40.6 cm) UHD+OLED Multitouch 400 nits Gorilla Glass 2-in-1 Laptop (16GB RAM/1TB SSD/A370M Graphics 4GB/Win 11/FPR/B&O/Pen/2.01 Kg),"2,02,340",13%,"1,76,490",3.6,3
HP 255 G8 laptop 6E3Z0PA AMD Ryzen™ 3 processor 3250U - (8 GB/512 GB SSD/DOS) NO OS (15.6 inch,"38,068",25%,"28,590",No Ratings,No Ratings
(Refurbished) Dell Latitude Hybrid Laptop Windows 10 Pro E6330 Intel Core i5 - 3380m @ 2.9Ghz Processor ,"1,00,000",87%,"12,694",5,3
HP 15 Thin & Light Laptop (AMD R5/8GB RAM & 512GB SSD Storage/Win 11 Home + MS Office) - eq2144au + Microsoft Office 365 Subscription + Mouse,"60,350",28%,"42,928",5,3
DELL New Vostro 5625 Laptop,"96,766",15%,"82,490",1,1
(Refurbished) realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and,"33,490",27%,"24,290",4,2
(Renewed) HP 840g3 Elitebook Ultra Light 1.5 KG(6th Gen Intel Core i5-6300U /64 GB/2 TB SSD/Windows 10 Pro/Silver /14 Inch Screen),"1,29,000",69%,"39,990",No Ratings,No Ratings
(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/256GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4600/2.1Kg,"1,00,000",81%,"18,985",2.4,2
(Refurbished) Dell Intel Core i7 4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office 2019/Intel Integrated HD Graphics 4600/2.1Kg,"1,00,000",68%,"32,498",3.1,11
Chuwi FreeBook 13.5 Inch 2 in 1 Touchscreen Laptop,"49,990",24%,"37,990",3.7,129
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg)","1,05,190",32%,"71,690",4.1,25
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (36cm) WUXGA IPS 300Nits Thin and Light Laptop (16GB/1TB SSD/Win 11/Office 21/BacklitKB/FHD Camera/Alexa/3 Mon Game Pass/Grey/1.9Kg)","82,590",25%,"61,720",4.1,83
Dell 15 Laptop,"48,692",20%,"38,990",3.8,499
Dell 15 Laptop,"51,254",22%,"39,990",4.3,19
Dell Inspiron 3530 Laptop,"87,262",30%,"60,990",3.7,68
(Refurbished) Dell Lattitude E5270 -12.5 inches HD Laptop,"1,00,000",81%,"19,416",4,14
(Renewed) Dell Intel 5th Gen Core i5-5287U 14-Inch (35.56 cms) HD (1366 X 768) Pixels Laptop (8 GB/500 GB/Windows 10 Pro/Intel HD Graphics 5500/Black/2.13 Kg),"1,00,000",84%,"16,292",3,6
(Refurbished) HP 840g3 Elitebook Ultralight 1.48 KG (6th Gen Intel Core i5 - 6300U /16 GB/2000 GB HDD/Windows 10 Pro/Silver /14 Inch Screen),"1,29,000",77%,"29,990",3,6
(Refurbished) HP 840g3 Elitebook Ultralight 1.48 KG (6th Gen Intel Core i5-6300U /32 GB/1000 GB HDD/Windows 10 Pro/Silver /14 Inch Screen),"1,29,000",76%,"31,190",2,2
(Refurbished) Lenovo T440p Thinkpad 14 Inch Screen Laptop (4th Gen Intel Core i5 - 4300m /8 GB/512 GB SS,"1,19,000",83%,"20,390",3.6,15
(Refurbished) Lenovo ThinkPad T440 Laptop(Core i5 4th Gen/8GB/500GB/WEBCAM/14'' TOUCH/DOS),"59,999",76%,"14,500",2.9,8
"(Refurbished) HP EliteBook 830 G6 Laptop - 13.3"" FHD AG - 1.6 GHz Intel Core i5-8365U Quad-Core - 16GB - 256GB SSD - Windows 10 pro","1,05,000",73%,"28,000",No Ratings,No Ratings
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/Laptop Cooling Pad/MS Office/WiFi/Webcam/Intel Graphics)","89,999",79%,"18,999",No Ratings,No Ratings
"Lenovo ThinkPad X1 Carbon Intel 13th Gen Core i7 14"" WUXGA IPS 400 Nits 100% sRGB Thin and Light Laptop (16GB RAM/1TB SSD/Win 11 Pro/FPR/3Y Premier Support/Deep Black/1.12 kg)","3,21,388",31%,"2,21,990",No Ratings,No Ratings
"(Refurbished) Lenovo ThinkPad X270 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/12.5"" (31.8 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)","89,999",78%,"19,499",2.4,4
"(Refurbished) Lenovo ThinkPad X250 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/512 GB SSD/12.5"" (31.8 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)","89,999",82%,"15,899",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch IPS Touchscreen WUXGA/16GB/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO)SFG14-73T,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
Acer Swift Go 14 AI PC Premium Laptop Intel Core Ultra 7 155H (35.56cm 14-inch OLED WQXGA+/16GB LPDDR5x/1TB SSD/Intel Arc Graphics/1440p Camera with Shutter/Win 11/MSO) SFG14-73,"1,29,990",19%,"1,04,999",No Ratings,No Ratings
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg)","94,590",26%,"70,190",3.9,14
"(Refurbished) Dell Latitude 3400 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel UHD Graphics)","68,990",62%,"26,550",3.6,4
(Refurbished) FUTOPIA Ultimus Neo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Thin and Light Laptop (14.1 inch,"23,020",15%,"19,470",1,2
"(Refurbished) Lenovo ThinkPad E14 Intel Core i5 12th Gen 14"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office/Black/1.59 kg)","68,400",29%,"48,773",No Ratings,No Ratings
Lenovo THINKPAD T14 - Touch,"1,34,268",33%,"90,000",No Ratings,No Ratings
"Lenovo Legion Pro 7 Intel Core i9-13900HX 16"" (40.64cm) WQXGA-IPS 240Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4080 12GB/Alexa/3 Month Game Pass/Onyx Grey/2.8Kg)","4,19,890",29%,"2,98,990",4.3,6
(Refurbished) HP Elitebook Laptop 745G3 AMD PRO A10 - 8700B Quad Core 6th Gen Processor ,"89,990",77%,"20,990",4.6,3
